YEAR MO DY HR T2M T2MDEW T2MWET QV2M RH2M PRECTOTCORR PS WS2M WD2M WS10M WD10M
2021 1 11 23 19.48 18.96 19.22 16.11 96.75 0.3 85.47 2.06 67.92 3.19 67.83
2021 1 12 0 19.45 18.99 19.22 16.11 96.94 0.2 85.43 1.75 67.68 2.77 67.63
2021 1 12 1 19.15 18.82 18.99 15.93 97.75 0.17 85.43 1.4 66.59 2.31 66.73
2021 1 12 2 19.01 18.64 18.82 15.75 97.56 0.11 85.47 1.64 73.12 2.65 73.22
2021 1 12 3 18.95 18.47 18.71 15.56 96.94 0.06 85.53 2.17 78.81 3.38 78.95
2021 1 12 4 18.76 18.31 18.54 15.44 97.06 0.05 85.57 2.22 79.68 3.44 79.81
2021 1 12 5 18.69 18.22 18.46 15.32 96.88 0.04 85.61 2.62 79.53 4 79.52
2021 1 12 6 19.27 18.49 18.88 15.56 95.06 0.04 85.64 3.52 77.04 5.15 77.12
2021 1 12 7 20.09 18.62 19.36 15.69 91.06 0.04 85.65 4.33 73.43 6.21 73.41
2021 1 12 8 21.42 18.17 19.8 15.26 81.62 0.05 85.68 4.78 72.48 6.74 72.53
2021 1 12 9 23.18 17.8 20.48 14.89 71.62 0.07 85.69 4.52 72.6 6.23 72.63
2021 1 12 10 24.47 17.76 21.12 14.89 66.12 0.09 85.68 4.11 71.36 5.57 71.44
2021 1 12 11 25.3 17.65 21.47 14.77 62.5 0.12 85.62 3.79 70.85 5.08 70.9
2021 1 12 12 25.65 17.39 21.51 14.53 60.19 0.13 85.56 3.55 71.76 4.77 71.65
2021 1 12 13 25.68 17.27 21.48 14.47 59.69 0.14 85.5 3.28 74.11 4.43 74.03
2021 1 12 14 25.01 17.41 21.21 14.59 62.62 0.15 85.47 3 77.99 4.1 78.03
2021 1 12 15 24.01 17.73 20.87 14.89 67.75 0.18 85.47 2.81 80.22 3.89 80.07
2021 1 12 16 22.82 18.14 20.48 15.26 74.81 0.2 85.5 2.54 78.45 3.61 78.4
2021 1 12 17 21.53 18.69 20.11 15.81 83.81 0.23 85.54 1.93 72.37 2.86 72.51
2021 1 12 18 20.54 19.08 19.81 16.17 91.25 0.37 85.59 1.47 66.56 2.25 66.91
2021 1 12 19 20.13 19.21 19.67 16.3 94.31 0.68 85.63 1.43 69.19 2.18 69.23
2021 1 12 20 19.96 19.26 19.62 16.36 95.56 1.29 85.66 1.4 78.44 2.16 78.73
2021 1 12 21 19.85 19.23 19.54 16.3 96.06 1.87 85.69 1.63 89.45 2.52 89.47
2021 1 12 22 19.72 19.12 19.42 16.24 96.25 1.93 85.68 1.97 94.54 3.03 94.43
2021 1 12 23 19.46 18.92 19.19 15.99 96.56 1.71 85.62 2.14 97.77 3.29 97.78
2021 1 13 0 19.18 18.58 18.87 15.69 96.12 1.49 85.57 2.49 97.93 3.82 97.88
2021 1 13 1 18.84 18.3 18.57 15.44 96.5 1.37 85.53 2.37 97.2 3.65 97.26
2021 1 13 2 18.5 18.12 18.31 15.26 97.5 1.31 85.5 1.66 95.95 2.65 95.76
2021 1 13 3 18.23 17.94 18.08 15.08 98.06 1.12 85.51 1.05 91.27 1.84 91.21
2021 1 13 4 18.08 17.81 17.94 14.95 98.12 0.73 85.58 1.05 94.27 1.86 93.85
2021 1 13 5 18.15 17.75 17.95 14.83 97.31 0.36 85.67 1.69 103.91 2.69 103.79
2021 1 13 6 18.85 17.95 18.4 15.08 94.38 0.15 85.74 3 107.92 4.33 107.88
2021 1 13 7 19.84 17.88 18.86 14.95 88.31 0.06 85.76 3.88 105.04 5.49 105.1
2021 1 13 8 21.58 17.58 19.58 14.71 77.88 0.06 85.74 4.37 101.85 6.07 101.89
2021 1 13 9 23.21 17.41 20.31 14.53 69.81 0.12 85.7 4.45 98.37 6.11 98.31
2021 1 13 10 24.17 17.51 20.84 14.65 66.25 0.18 85.64 4.36 95.45 5.96 95.49
2021 1 13 11 24.57 17.58 21.08 14.71 65 0.22 85.59 4.3 92.6 5.89 92.59
2021 1 13 12 24.7 17.56 21.13 14.71 64.38 0.26 85.55 4.3 90.52 5.94 90.53
2021 1 13 13 24.76 17.43 21.09 14.59 63.62 0.31 85.5 4.27 91.26 5.94 91.21
2021 1 13 14 24.27 17.49 20.88 14.65 65.75 0.39 85.47 4.07 92.09 5.74 92.11
2021 1 13 15 23.35 17.86 20.61 15.01 71.12 0.53 85.45 3.86 93.02 5.49 93.02
2021 1 13 16 22.3 18.39 20.34 15.5 78.5 0.7 85.46 3.56 96.42 5.15 96.45
2021 1 13 17 21.26 18.95 20.11 16.11 86.62 0.83 85.5 3.16 100.98 4.66 101.12
2021 1 13 18 20.4 19.08 19.75 16.24 92 0.91 85.54 3.4 100.33 5.07 100.39
2021 1 13 19 19.91 19.04 19.48 16.17 94.56 0.68 85.58 3.51 96.13 5.24 96.25
2021 1 13 20 19.49 18.8 19.15 15.87 95.56 0.37 85.62 3.31 93.11 4.97 93.15
2021 1 13 21 19.12 18.52 18.83 15.62 96.12 0.28 85.67 2.95 90.76 4.45 90.7
2021 1 13 22 18.69 18.13 18.41 15.26 96.38 0.23 85.67 2.67 87.82 4.03 87.78
2021 1 13 23 18.19 17.64 17.91 14.77 96.5 0.17 85.62 2.38 88.3 3.63 88.4
2021 1 14 0 17.69 17.16 17.43 14.34 96.56 0.09 85.57 2.23 93.01 3.41 93.02
2021 1 14 1 17.27 16.73 17 13.98 96.56 0.04 85.53 2.24 97.62 3.42 97.74
2021 1 14 2 16.96 16.46 16.71 13.73 96.75 0.02 85.52 2.26 98.94 3.45 98.99
2021 1 14 3 16.8 16.33 16.57 13.61 96.88 0.03 85.53 2.31 98.38 3.5 98.47
2021 1 14 4 16.71 16.26 16.48 13.55 97 0.04 85.56 2.35 98.21 3.55 98.22
2021 1 14 5 16.69 16.23 16.47 13.49 96.94 0.03 85.61 2.46 97.49 3.69 97.55
2021 1 14 6 17.75 16.69 17.22 13.92 93.44 0.03 85.65 3.24 94.28 4.63 94.35
2021 1 14 7 19.87 17.11 18.49 14.28 84 0.04 85.67 3.99 85.84 5.59 85.83
2021 1 14 8 22.15 16.72 19.44 13.92 71.19 0.06 85.66 4.72 77.48 6.55 77.47
2021 1 14 9 23.67 16.28 19.98 13.55 63.19 0.07 85.63 4.99 74.09 6.87 74.1
2021 1 14 10 24.78 16.34 20.56 13.61 59.31 0.07 85.58 4.95 72.08 6.76 72.11
2021 1 14 11 25.52 16.7 21.12 13.92 58.12 0.07 85.51 4.78 69.73 6.49 69.78
2021 1 14 12 25.91 17.01 21.46 14.22 57.81 0.07 85.45 4.58 66.28 6.2 66.31
2021 1 14 13 25.83 17.01 21.42 14.22 58.12 0.06 85.4 4.42 61.35 6.01 61.34
2021 1 14 14 24.98 16.91 20.94 14.16 60.81 0.06 85.36 4.23 57.84 5.87 57.83
2021 1 14 15 23.81 17.09 20.45 14.28 65.94 0.06 85.35 4.07 57.87 5.74 57.85
2021 1 14 16 22.66 17.3 19.98 14.47 71.56 0.07 85.37 3.83 60.82 5.47 60.83
2021 1 14 17 21.42 17.63 19.53 14.77 78.88 0.08 85.42 3.14 65.79 4.59 65.79
2021 1 14 18 20.01 18.01 19.01 15.14 88.12 0.1 85.47 2.15 72.22 3.31 72.25
2021 1 14 19 19.19 18.03 18.61 15.14 92.81 0.14 85.51 2.07 75.39 3.21 75.32
2021 1 14 20 18.64 17.91 18.28 15.01 95.38 0.19 85.54 2.14 75.61 3.3 75.47
2021 1 14 21 18.46 17.8 18.13 14.95 95.81 0.19 85.58 2.42 75.2 3.67 75.08
2021 1 14 22 18.33 17.69 18.01 14.83 95.94 0.18 85.55 2.55 77.41 3.83 77.41
2021 1 14 23 18.1 17.48 17.79 14.65 96 0.19 85.48 2.65 82.37 3.98 82.44
2021 1 15 0 17.76 17.13 17.44 14.34 96 0.2 85.41 2.9 82.26 4.33 82.32
2021 1 15 1 17.37 16.74 17.05 13.98 95.88 0.16 85.37 3 77.81 4.45 77.74
2021 1 15 2 16.98 16.33 16.65 13.61 95.75 0.12 85.35 3.1 72.07 4.58 72.12
2021 1 15 3 16.57 15.91 16.24 13.24 95.75 0.09 85.35 3.28 67.72 4.85 67.77
2021 1 15 4 16.23 15.53 15.87 12.94 95.56 0.07 85.37 3.31 67.49 4.91 67.56
2021 1 15 5 16.06 15.32 15.69 12.76 95.25 0.06 85.42 3.21 70.06 4.76 70.14
2021 1 15 6 17.02 15.7 16.36 13.06 91.81 0.07 85.47 3.71 72.1 5.33 72.15
2021 1 15 7 18.97 16.5 17.73 13.73 85.44 0.11 85.49 4.28 69.81 6.04 69.81
2021 1 15 8 20.85 17.33 19.09 14.53 80.12 0.17 85.48 4.35 67.07 6.07 67.06
2021 1 15 9 21.54 17.67 19.61 14.83 78.5 0.23 85.46 4.42 66.7 6.22 66.75
2021 1 15 10 22.47 18 20.23 15.14 75.75 0.35 85.41 5.31 64.75 7.49 64.8
2021 1 15 11 22.91 18.12 20.51 15.26 74.31 0.41 85.34 6.08 56 8.64 55.98
2021 1 15 12 22.42 18.24 20.33 15.44 77.12 0.47 85.31 6.21 43.27 8.9 43.22
2021 1 15 13 21.7 18.56 20.13 15.75 82.25 0.5 85.29 5.95 29.39 8.57 29.41
2021 1 15 14 21.46 18.78 20.12 15.93 84.56 0.45 85.29 5.51 19.1 7.96 19.13
2021 1 15 15 21.26 18.7 19.98 15.87 85.19 0.29 85.3 4.84 14.78 7 14.73
2021 1 15 16 20.8 18.62 19.7 15.75 87.25 0.18 85.31 4.11 15.33 5.98 15.31
2021 1 15 17 20.09 18.65 19.37 15.81 91.25 0.14 85.36 3.38 19.02 4.99 19
2021 1 15 18 19.36 18.55 18.95 15.69 94.88 0.1 85.42 3.08 21.75 4.62 21.71
2021 1 15 19 19.1 18.53 18.82 15.69 96.38 0.09 85.45 3.07 22.13 4.6 22.13
2021 1 15 20 18.99 18.54 18.76 15.69 97.06 0.06 85.48 2.81 21.71 4.23 21.78
2021 1 15 21 18.9 18.51 18.7 15.62 97.44 0.05 85.49 2.45 20.75 3.73 20.71
2021 1 15 22 18.78 18.39 18.58 15.5 97.44 0.05 85.47 2.3 19.23 3.52 19.16
2021 1 15 23 18.57 18.22 18.39 15.38 97.62 0.05 85.4 2.2 19.46 3.41 19.56
2021 1 16 0 18.33 18.04 18.18 15.2 98.06 0.04 85.33 2.11 22.2 3.29 22.18
2021 1 16 1 18.13 17.87 18 15.08 98.19 0.04 85.28 2.11 25.9 3.3 25.96
2021 1 16 2 17.93 17.69 17.8 14.89 98.31 0.07 85.27 2.18 28.04 3.4 28.21
2021 1 16 3 17.87 17.6 17.73 14.77 98.19 0.06 85.29 2.36 26.99 3.67 27
2021 1 16 4 17.87 17.57 17.72 14.77 98 0.06 85.35 2.6 25.64 3.99 25.61
2021 1 16 5 17.99 17.61 17.8 14.77 97.5 0.06 85.43 2.96 25.14 4.48 25.18
2021 1 16 6 18.92 18.23 18.57 15.38 95.56 0.08 85.48 3.64 24.04 5.27 24.06
2021 1 16 7 20.2 18.58 19.4 15.69 90.31 0.12 85.5 4.7 16.02 6.72 16.07
2021 1 16 8 21.67 18.45 20.06 15.56 81.75 0.13 85.49 5.29 8.49 7.49 8.46
2021 1 16 9 23.37 18.4 20.88 15.5 73.56 0.1 85.46 5.6 0.56 7.86 0.57
2021 1 16 10 24.51 18.34 21.43 15.5 68.38 0.09 85.4 5.56 354.11 7.77 354.17
2021 1 16 11 25.27 18.22 21.74 15.38 64.88 0.09 85.33 5.3 349.72 7.38 349.69
2021 1 16 12 25.65 18.04 21.84 15.2 62.69 0.08 85.28 5.05 346.39 7.03 346.38
2021 1 16 13 25.41 17.86 21.63 15.01 62.88 0.08 85.24 4.78 343.58 6.72 343.59
2021 1 16 14 25.05 17.77 21.4 14.95 63.94 0.09 85.22 4.47 342.39 6.32 342.37
2021 1 16 15 24.26 17.86 21.05 15.01 67.38 0.1 85.22 3.92 343.55 5.61 343.48
2021 1 16 16 23.45 18.07 20.76 15.26 71.69 0.09 85.25 3.32 347.5 4.82 347.54
2021 1 16 17 22.18 18.68 20.43 15.81 80.44 0.09 85.31 2.26 356.63 3.44 356.74
2021 1 16 18 20.37 18.72 19.55 15.87 90.06 0.11 85.37 1.6 6.43 2.71 6.63
2021 1 16 19 19.68 18.5 19.09 15.62 92.75 0.1 85.41 1.96 10.55 3.19 10.46
2021 1 16 20 19.31 18.45 18.88 15.56 94.62 0.08 85.45 2.3 12.34 3.6 12.41
2021 1 16 21 19.06 18.44 18.76 15.56 96.12 0.07 85.47 2.48 14.21 3.82 14.21
2021 1 16 22 18.94 18.46 18.69 15.56 96.88 0.05 85.45 2.57 13.74 3.91 13.76
2021 1 16 23 18.81 18.41 18.62 15.56 97.38 0.05 85.38 2.44 11.45 3.72 11.5
2021 1 17 0 18.69 18.34 18.52 15.5 97.69 0.04 85.33 2.16 6.66 3.34 6.73
2021 1 17 1 18.55 18.25 18.4 15.44 98 0.05 85.31 1.93 0.93 3.04 0.88
2021 1 17 2 18.41 18.13 18.27 15.32 98.12 0.05 85.32 1.76 357.2 2.82 356.83
2021 1 17 3 18.23 17.96 18.09 15.14 98.25 0.05 85.33 1.64 355.89 2.66 355.63
2021 1 17 4 18.06 17.8 17.93 14.95 98.19 0.05 85.37 1.62 355.86 2.65 355.6
2021 1 17 5 18.05 17.71 17.87 14.89 97.75 0.05 85.43 1.76 354.92 2.82 354.75
2021 1 17 6 18.99 18.19 18.58 15.32 94.94 0.07 85.49 2.71 352.71 3.93 352.69
2021 1 17 7 20.18 18.71 19.44 15.81 91.06 0.1 85.5 3.34 348.53 4.72 348.63
2021 1 17 8 21.41 18.79 20.1 15.93 84.88 0.14 85.49 3.91 345.05 5.47 345.09
2021 1 17 9 22.43 18.59 20.51 15.75 78.81 0.23 85.48 4.1 341.22 5.71 341.17
2021 1 17 10 23.17 18.41 20.8 15.56 74.5 0.37 85.43 4.07 337.52 5.65 337.48
2021 1 17 11 23.61 18.31 20.96 15.44 72.12 0.52 85.38 3.9 334.21 5.41 334.21
2021 1 17 12 23.92 18.32 21.12 15.44 70.75 0.83 85.35 3.7 333.16 5.14 333.24
2021 1 17 13 23.83 18.58 21.21 15.75 72.31 1.29 85.33 3.42 333.96 4.75 333.94
2021 1 17 14 23.3 18.98 21.14 16.11 76.56 1.56 85.32 3.05 337.38 4.26 337.44
2021 1 17 15 22.56 19.37 20.97 16.54 82.06 1.38 85.32 2.65 343.06 3.76 343.11
2021 1 17 16 21.81 19.74 20.78 16.91 87.88 1.13 85.34 2.23 350.74 3.22 350.79
2021 1 17 17 21.08 20 20.54 17.21 93.38 0.91 85.37 1.86 359.28 2.79 359.36
2021 1 17 18 20.42 19.85 20.14 17.03 96.38 0.78 85.4 1.82 1.72 2.84 1.42
2021 1 17 19 20.17 19.66 19.91 16.85 96.81 0.72 85.44 2.21 0.81 3.41 0.66
2021 1 17 20 19.92 19.39 19.65 16.54 96.62 0.7 85.46 2.66 358.32 4.03 358.22
2021 1 17 21 19.53 19.07 19.3 16.17 96.94 0.71 85.47 2.64 357.97 4.01 358.1
2021 1 17 22 19.13 18.71 18.92 15.87 97.25 0.73 85.43 2.37 0.57 3.6 0.62
2021 1 17 23 18.77 18.37 18.57 15.5 97.38 0.64 85.37 1.82 8.16 2.84 8.06
2021 1 18 0 18.52 18.17 18.34 15.32 97.69 0.3 85.36 1.47 16.03 2.39 15.95
2021 1 18 1 18.48 18.1 18.3 15.26 97.5 0.14 85.37 1.53 13.89 2.49 13.99
2021 1 18 2 18.44 18.05 18.24 15.2 97.44 0.31 85.38 1.65 8.97 2.66 8.96
2021 1 18 3 18.3 17.95 18.12 15.08 97.69 0.6 85.38 1.55 14.88 2.54 14.76
2021 1 18 4 18.15 17.83 17.99 15.01 97.94 0.82 85.4 1.63 26.2 2.66 26.11
2021 1 18 5 18.23 17.87 18.05 15.01 97.62 0.8 85.45 1.81 32.32 2.9 32.1
2021 1 18 6 18.98 18.34 18.65 15.44 96 0.56 85.49 2.43 35.58 3.58 35.49
2021 1 18 7 19.78 18.67 19.23 15.81 93.19 0.32 85.51 2.87 27.19 4.08 27.2
2021 1 18 8 20.75 18.66 19.71 15.81 87.75 0.17 85.51 3.33 16.48 4.67 16.52
2021 1 18 9 21.93 18.47 20.19 15.62 80.62 0.12 85.5 3.55 8.49 4.9 8.53
2021 1 18 10 22.83 18.12 20.48 15.26 74.69 0.12 85.46 3.59 2.12 4.93 2.09
2021 1 18 11 23.13 17.84 20.49 15.01 72.06 0.18 85.42 3.47 356.25 4.8 356.17
2021 1 18 12 22.87 17.98 20.42 15.14 73.88 0.3 85.39 3.33 352.46 4.63 352.54
2021 1 18 13 22.66 18.12 20.4 15.26 75.44 0.42 85.37 3.22 352.05 4.46 352.05
2021 1 18 14 22.51 18.08 20.3 15.26 75.94 0.48 85.35 3.12 353.09 4.34 353.08
2021 1 18 15 22.19 18.01 20.11 15.2 77.06 0.57 85.34 2.89 351.61 4.08 351.51
2021 1 18 16 21.59 18.08 19.83 15.26 80.31 0.69 85.34 2.4 350.26 3.46 350.24
2021 1 18 17 20.63 18.58 19.61 15.75 87.88 0.94 85.36 1.37 351.13 2.13 351.13
2021 1 18 18 19.26 18.46 18.86 15.62 95 1.23 85.4 0.69 0.65 1.55 0.87
2021 1 18 19 18.7 18.14 18.42 15.26 96.38 1.54 85.46 0.74 19.01 1.65 18.52
2021 1 18 20 18.47 18.06 18.26 15.2 97.38 1.74 85.5 0.94 28.69 1.79 28.35
2021 1 18 21 18.4 18.03 18.22 15.14 97.56 1.35 85.54 1.24 30.28 2.09 30.49
2021 1 18 22 18.3 17.96 18.12 15.08 97.69 0.73 85.53 1.39 28.15 2.29 28.14
2021 1 18 23 18.14 17.83 17.99 15.01 97.94 0.35 85.47 1.35 26.86 2.22 26.75
2021 1 19 0 18.03 17.76 17.89 14.89 98.12 0.19 85.4 1.33 26.57 2.2 26.57
2021 1 19 1 17.93 17.68 17.8 14.83 98.31 0.16 85.36 1.29 28.58 2.17 28.59
2021 1 19 2 17.84 17.61 17.73 14.77 98.38 0.15 85.36 1.24 30.28 2.12 30.64
2021 1 19 3 17.78 17.55 17.66 14.71 98.38 0.12 85.38 1.27 30.66 2.17 30.82
2021 1 19 4 17.74 17.5 17.62 14.65 98.31 0.07 85.43 1.41 33.95 2.36 33.95
2021 1 19 5 17.85 17.52 17.69 14.71 97.81 0.04 85.49 1.86 40.24 2.97 40.19
2021 1 19 6 18.52 17.94 18.23 15.08 96.25 0.03 85.54 2.79 46.25 4.12 46.23
2021 1 19 7 19.25 18.21 18.73 15.32 93.56 0.03 85.57 3.41 48.72 4.89 48.69
2021 1 19 8 20.34 18.08 19.21 15.2 86.69 0.04 85.59 3.81 44.34 5.36 44.41
2021 1 19 9 21.62 17.76 19.69 14.89 78.56 0.07 85.6 3.84 38.22 5.3 38.29
2021 1 19 10 22.45 17.69 20.07 14.83 74.31 0.13 85.57 3.72 33.42 5.08 33.52
2021 1 19 11 22.95 17.68 20.32 14.83 72.06 0.21 85.53 3.57 28.08 4.89 28.04
2021 1 19 12 22.95 17.75 20.35 14.89 72.44 0.32 85.49 3.43 22.07 4.74 22.08
2021 1 19 13 22.49 18.11 20.3 15.26 76.19 0.42 85.46 3.29 16.97 4.58 16.95
2021 1 19 14 21.94 18.48 20.21 15.62 80.62 0.64 85.42 3.05 12.72 4.29 12.82
2021 1 19 15 21.37 18.8 20.09 15.93 85.19 1.02 85.4 2.75 7.99 3.93 8
2021 1 19 16 20.8 19.13 19.96 16.3 90 1.56 85.41 2.37 4.15 3.45 4.03
2021 1 19 17 20.28 19.35 19.82 16.48 94.25 2.07 85.45 1.85 1.69 2.76 1.3
2021 1 19 18 19.83 19.28 19.56 16.42 96.38 2.55 85.5 1.5 359.7 2.35 358.86
2021 1 19 19 19.62 19.14 19.37 16.24 96.88 2.55 85.55 1.57 358.29 2.47 357.64
2021 1 19 20 19.36 18.93 19.15 16.05 97.25 2.34 85.59 1.58 1.13 2.51 359.64
2021 1 19 21 19.05 18.69 18.87 15.81 97.62 2.03 85.63 1.48 3.93 2.42 2.03
2021 1 19 22 18.73 18.44 18.59 15.56 98.06 1.61 85.62 1.36 8.92 2.3 7.22
2021 1 19 23 18.57 18.3 18.43 15.38 98.12 1.11 85.57 1.38 12.78 2.33 11.8
2021 1 20 0 18.49 18.19 18.34 15.32 98 0.69 85.52 1.51 15.62 2.48 15.13
2021 1 20 1 18.45 18.11 18.28 15.26 97.75 0.53 85.5 1.73 16.3 2.75 16.01
2021 1 20 2 18.4 18.02 18.21 15.14 97.56 0.52 85.51 1.85 15.91 2.91 15.9
2021 1 20 3 18.29 17.9 18.09 15.01 97.38 0.52 85.54 1.94 15.15 3.04 15.22
2021 1 20 4 18.12 17.73 17.92 14.83 97.44 0.44 85.59 1.91 16.65 2.99 17.01
2021 1 20 5 17.96 17.57 17.76 14.71 97.38 0.36 85.65 1.85 19.51 2.9 19.85
2021 1 20 6 18.46 17.73 18.1 14.83 95.5 0.26 85.7 2.42 19.78 3.54 19.76
2021 1 20 7 19.36 17.98 18.67 15.08 91.62 0.21 85.73 2.68 12.46 3.73 12.35
2021 1 20 8 21.01 18.19 19.6 15.26 83.75 0.2 85.73 2.91 1.54 3.95 1.47
2021 1 20 9 22.56 18.11 20.33 15.2 75.81 0.21 85.72 3.02 351.66 4.03 351.65
2021 1 20 10 23.59 18.15 20.87 15.26 71.44 0.28 85.69 2.81 346.16 3.7 346.08
2021 1 20 11 24.12 18.14 21.12 15.26 69.19 0.38 85.65 2.51 344.45 3.28 344.37
2021 1 20 12 24.19 18 21.1 15.14 68.25 0.46 85.61 2.15 345.91 2.81 346
2021 1 20 13 24.01 17.9 20.95 15.01 68.62 0.51 85.58 1.77 352.16 2.32 352.25
2021 1 20 14 23.43 18.02 20.73 15.14 71.56 0.55 85.55 1.44 5.28 1.89 5.69
2021 1 20 15 22.72 18.24 20.48 15.38 75.75 0.57 85.55 1.33 26.11 1.79 26.68
2021 1 20 16 21.94 18.6 20.27 15.69 81.19 0.53 85.58 1.43 44.78 2.02 45.16
2021 1 20 17 21.06 18.96 20.01 16.05 87.75 0.49 85.61 1.39 56.67 2.14 56.6
2021 1 20 18 20.01 19.02 19.51 16.11 93.88 0.43 85.65 1.36 61.97 2.25 61.83
2021 1 20 19 19.51 18.76 19.13 15.87 95.25 0.37 85.69 1.94 62.71 3.05 62.84
2021 1 20 20 19.16 18.58 18.87 15.69 96.38 0.33 85.71 2.23 62.9 3.44 62.85
2021 1 20 21 18.92 18.46 18.69 15.56 97 0.25 85.73 2.32 59.04 3.55 59.04
2021 1 20 22 18.69 18.3 18.5 15.38 97.44 0.16 85.7 2.2 54.84 3.38 54.88
2021 1 20 23 18.51 18.17 18.34 15.26 97.75 0.11 85.67 2 58.73 3.14 58.84
2021 1 21 0 18.48 18.1 18.29 15.2 97.44 0.12 85.64 2.3 65.09 3.57 65.17
2021 1 21 1 18.41 17.99 18.2 15.08 97.25 0.12 85.63 2.64 69.58 4.05 69.57
2021 1 21 2 18.27 17.84 18.05 14.95 97.19 0.1 85.63 2.76 70.85 4.22 70.86
2021 1 21 3 18.05 17.66 17.86 14.77 97.44 0.08 85.63 2.53 71.62 3.89 71.49
2021 1 21 4 17.83 17.51 17.67 14.65 97.88 0.06 85.66 2.08 71.84 3.27 71.78
2021 1 21 5 17.75 17.44 17.59 14.59 97.94 0.02 85.72 1.81 69.85 2.9 69.66
2021 1 21 6 18.83 18.08 18.46 15.2 95.38 0.01 85.77 2.65 65.4 3.83 65.53
2021 1 21 7 20.06 18.26 19.15 15.32 89.19 0.03 85.79 3.47 61.47 4.89 61.55
2021 1 21 8 21.67 17.71 19.69 14.83 78.06 0.05 85.81 3.71 58.08 5.11 58.06
2021 1 21 9 23.37 17.33 20.35 14.47 68.75 0.06 85.8 3.72 57.94 5.03 57.94
2021 1 21 10 24.62 17.44 21.03 14.53 64.19 0.07 85.76 3.61 60.99 4.82 60.98
2021 1 21 11 25.37 17.48 21.42 14.59 61.56 0.09 85.71 3.43 64.08 4.55 64.05
2021 1 21 12 25.52 17.32 21.42 14.47 60.38 0.1 85.65 3.19 67.57 4.26 67.48
2021 1 21 13 25.27 17.37 21.32 14.53 61.5 0.11 85.61 2.89 70.59 3.88 70.62
2021 1 21 14 24.94 17.58 21.26 14.71 63.56 0.11 85.56 2.66 74.7 3.6 74.79
2021 1 21 15 24.31 17.79 21.05 14.95 66.88 0.09 85.54 2.4 77.19 3.28 77.19
2021 1 21 16 23.65 18.07 20.86 15.2 70.81 0.04 85.55 1.87 62.04 2.61 61.98
2021 1 21 17 22.7 18.55 20.62 15.69 77.31 0.01 85.54 1.24 27.86 1.87 27.64
2021 1 21 18 21.03 18.96 19.99 16.05 87.81 0.15 85.55 0.76 19.73 1.47 19.59
2021 1 21 19 20.22 18.95 19.58 16.05 92.25 0.6 85.61 0.93 21.18 1.61 22.21
2021 1 21 20 19.37 18.64 19 15.75 95.44 1.12 85.67 0.88 16.02 1.55 16.14
2021 1 21 21 18.9 18.44 18.68 15.5 96.94 1.96 85.71 0.66 38.77 1.3 41.09
2021 1 21 22 18.58 18.25 18.41 15.32 97.75 2.3 85.69 0.89 101.11 1.69 99.85
2021 1 21 23 18.36 18.01 18.19 15.14 97.69 1.49 85.66 1.33 118.37 2.25 117.45
2021 1 22 0 18.12 17.73 17.92 14.83 97.31 0.54 85.65 1.65 120.08 2.66 119.43
2021 1 22 1 18.05 17.48 17.77 14.59 96.31 0.15 85.67 2.19 128.18 3.34 127.78
2021 1 22 2 17.44 16.83 17.14 14.04 96.19 0.07 85.63 2.29 134.17 3.49 134.27
2021 1 22 3 16.88 16.34 16.62 13.61 96.5 0.03 85.61 2.26 139.21 3.44 139.14
2021 1 22 4 16.56 16.05 16.3 13.37 96.69 0.01 85.6 2.25 142.61 3.42 142.71
2021 1 22 5 16.38 15.8 16.09 13.12 96.25 0.01 85.64 2.58 145.11 3.88 145.16
2021 1 22 6 16.72 15.81 16.26 13.12 94.25 0 85.68 3.27 146.01 4.75 146
2021 1 22 7 18.09 15.83 16.97 13.12 86.5 0.01 85.7 3.9 142.9 5.5 142.85
2021 1 22 8 20.73 15.63 18.18 13 72.5 0.07 85.7 3.8 136.67 5.2 136.71
2021 1 22 9 23.28 15.58 19.44 12.94 61.88 0.21 85.68 3.33 126.22 4.43 126.24
2021 1 22 10 25.03 16 20.51 13.31 57.19 0.33 85.63 2.88 121.23 3.75 121.37
2021 1 22 11 26.05 16.48 21.26 13.73 55.5 0.44 85.56 2.66 129.16 3.43 129.17
2021 1 22 12 26.61 16.75 21.68 13.98 54.62 0.46 85.5 2.76 141.54 3.59 141.63
2021 1 22 13 26.62 16.7 21.66 13.92 54.44 0.39 85.45 3.12 149.26 4.11 149.34
2021 1 22 14 26.05 16.4 21.23 13.67 55.25 0.31 85.44 3.51 151.95 4.73 151.99
2021 1 22 15 25.16 16.22 20.69 13.49 57.56 0.23 85.44 3.83 152.18 5.28 152.15
2021 1 22 16 23.85 16.09 19.97 13.43 61.75 0.15 85.47 3.9 152.66 5.53 152.67
2021 1 22 17 21.87 16.25 19.06 13.55 70.38 0.07 85.51 3.44 152.27 5.08 152.13
2021 1 22 18 19.3 16.21 17.76 13.49 82.19 0.03 85.57 2.6 149.04 4.07 148.9
2021 1 22 19 17.97 15.71 16.84 13.06 86.5 0.02 85.6 2.68 148.12 4.17 148.24
2021 1 22 20 17.04 15.22 16.12 12.63 88.88 0.01 85.62 2.73 151.68 4.23 151.63
2021 1 22 21 16.31 14.75 15.53 12.27 90.31 0 85.62 2.77 157.48 4.28 157.46
2021 1 22 22 15.73 14.4 15.07 12.02 91.69 0 85.58 2.86 162.7 4.39 162.69
