-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Hourly Data 
Dates (month/day/year): 01/01/2021 through 03/31/2021 
Location: Latitude  -17.3556   Longitude 30.1809 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 1140.31 meters
Value for missing model data cannot be computed or out of model availability range: -999 
Parameter(s): 
T2M             MERRA-2 Temperature at 2 Meters (C) 
T2MDEW          MERRA-2 Dew/Frost Point at 2 Meters (C) 
T2MWET          MERRA-2 Wet Bulb Temperature at 2 Meters (C) 
QV2M            MERRA-2 Specific Humidity at 2 Meters (g/kg) 
RH2M            MERRA-2 Relative Humidity at 2 Meters (%) 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/hour) 
PS              MERRA-2 Surface Pressure (kPa) 
WS2M            MERRA-2 Wind Speed at 2 Meters (m/s) 
WD2M            MERRA-2 Wind Direction at 2 Meters (Degrees) 
WS10M           MERRA-2 Wind Speed at 10 Meters (m/s) 
WD10M           MERRA-2 Wind Direction at 10 Meters (Degrees) 
-END HEADER-
 YEAR  MO  DY  HR   T2M  T2MDEW  T2MWET  QV2M   RH2M  PRECTOTCORR    PS  WS2M   WD2M  WS10M  WD10M
 2021   2  13  20 19.92   19.31   19.62 15.93  96.19         0.04 88.36  2.07 270.65   3.69 270.61
 2021   2  13  21 19.56   19.12   19.34 15.69  97.19         0.03 88.39  1.80 274.99   3.21 274.60
 2021   2  13  22 19.41   19.05   19.23 15.62  97.62         0.03 88.38  1.79 279.05   3.18 278.61
 2021   2  13  23 19.40   19.03   19.21 15.62  97.56         0.02 88.34  1.86 279.94   3.31 279.37
 2021   2  14   0 19.40   18.98   19.19 15.62  97.25         0.02 88.28  2.15 278.16   3.84 277.60
 2021   2  14   1 19.36   18.90   19.12 15.50  97.06         0.01 88.23  2.13 278.84   3.82 278.46
 2021   2  14   2 19.36   18.89   19.12 15.50  97.00         0.01 88.19  2.05 281.44   3.69 280.86
 2021   2  14   3 19.42   18.93   19.17 15.56  96.88         0.00 88.19  2.05 285.26   3.67 284.54
 2021   2  14   4 19.40   18.94   19.17 15.56  97.00         0.00 88.21  2.04 291.84   3.61 291.34
 2021   2  14   5 19.44   18.90   19.17 15.50  96.56         0.01 88.24  2.50 294.33   4.35 294.31
 2021   2  14   6 19.62   18.94   19.28 15.56  95.62         0.01 88.30  2.93 293.22   4.98 293.10
 2021   2  14   7 20.37   18.94   19.65 15.56  91.44         0.01 88.35  3.58 282.73   5.98 282.44
 2021   2  14   8 21.51   18.65   20.08 15.26  83.69         0.01 88.38  4.06 275.74   6.72 275.41
 2021   2  14   9 23.14   18.61   20.87 15.20  75.62         0.02 88.37  4.25 274.22   6.90 273.96
 2021   2  14  10 24.48   18.77   21.62 15.38  70.44         0.05 88.34  4.41 273.25   7.10 273.03
 2021   2  14  11 25.22   18.88   22.05 15.50  67.81         0.05 88.28  4.46 273.21   7.17 273.00
 2021   2  14  12 25.60   19.07   22.33 15.69  67.12         0.04 88.21  4.39 273.77   7.06 273.55
 2021   2  14  13 25.64   19.30   22.47 15.93  67.94         0.04 88.14  4.23 274.55   6.82 274.34
 2021   2  14  14 25.23   19.43   22.33 16.05  70.12         0.05 88.10  3.95 274.42   6.42 274.25
 2021   2  14  15 24.80   19.57   22.19 16.24  72.62         0.06 88.09  3.61 273.97   5.94 273.84
 2021   2  14  16 24.19   19.92   22.05 16.60  77.00         0.06 88.10  2.94 273.80   4.92 273.64
 2021   2  14  17 23.06   20.58   21.82 17.27  85.81         0.06 88.14  1.75 274.36   3.11 274.32
 2021   2  14  18 21.49   20.36   20.92 17.03  93.12         0.07 88.18  0.99 277.68   2.13 277.59
 2021   2  14  19 20.98   20.04   20.51 16.66  94.19         0.09 88.22  0.98 281.94   2.16 281.68
 2021   2  14  20 20.49   19.69   20.09 16.30  95.00         0.09 88.27  0.93 287.67   2.11 287.63
 2021   2  14  21 20.20   19.48   19.84 16.05  95.44         0.09 88.30  0.89 294.78   2.07 294.73
 2021   2  14  22 20.01   19.30   19.66 15.93  95.50         0.09 88.28  0.92 301.38   2.08 301.00
 2021   2  14  23 19.84   19.13   19.48 15.75  95.50         0.10 88.24  1.05 303.45   2.26 303.14
 2021   2  15   0 19.66   18.96   19.31 15.56  95.56         0.14 88.19  1.34 299.99   2.74 299.79
 2021   2  15   1 19.42   18.87   19.15 15.50  96.44         0.17 88.14  1.53 298.26   2.98 297.98
 2021   2  15   2 19.32   18.87   19.09 15.50  97.06         0.21 88.10  1.52 296.30   2.91 296.29
 2021   2  15   3 19.13   18.80   18.97 15.44  97.81         0.23 88.08  1.18 299.46   2.37 299.44
 2021   2  15   4 18.94   18.66   18.80 15.32  98.19         0.29 88.09  0.95 305.92   2.03 305.46
 2021   2  15   5 18.74   18.51   18.62 15.20  98.44         0.35 88.11  0.97 315.33   2.10 314.55
 2021   2  15   6 19.81   19.26   19.53 15.87  96.50         0.59 88.15  1.93 322.71   3.27 322.09
 2021   2  15   7 21.44   20.19   20.82 16.85  92.44         1.43 88.17  2.49 316.90   3.99 316.43
 2021   2  15   8 23.22   20.37   21.79 17.03  83.88         2.42 88.18  3.53 300.59   5.75 300.30
 2021   2  15   9 23.99   20.29   22.14 16.97  79.69         2.27 88.16  4.56 289.83   7.49 289.63
 2021   2  15  10 24.16   20.48   22.32 17.15  79.75         1.00 88.12  5.02 283.78   8.28 283.59
 2021   2  15  11 24.69   20.35   22.51 17.03  76.75         0.30 88.09  5.25 278.55   8.67 278.44
 2021   2  15  12 25.01   20.21   22.61 16.91  74.62         0.22 88.04  5.21 275.85   8.60 275.68
 2021   2  15  13 24.96   20.08   22.51 16.78  74.25         0.29 87.98  4.99 276.66   8.22 276.60
 2021   2  15  14 24.77   20.05   22.41 16.72  74.88         0.31 87.92  4.69 278.14   7.75 278.17
 2021   2  15  15 24.43   20.13   22.28 16.85  76.88         0.27 87.89  4.28 279.46   7.14 279.45
 2021   2  15  16 23.79   20.49   22.14 17.21  81.69         0.23 87.90  3.69 281.10   6.24 281.04
 2021   2  15  17 22.75   20.75   21.75 17.52  88.38         0.17 87.93  2.96 283.89   5.13 283.82
 2021   2  15  18 21.75   20.44   21.09 17.15  92.12         0.11 87.97  2.72 287.19   4.86 287.10
 2021   2  15  19 21.37   20.44   20.90 17.15  94.25         0.06 88.00  2.85 290.57   5.02 290.58
 2021   2  15  20 21.13   20.49   20.81 17.21  96.00         0.04 88.03  2.77 293.75   4.86 293.89
 2021   2  15  21 21.05   20.45   20.76 17.15  96.19         0.04 88.05  2.91 290.43   5.09 290.46
 2021   2  15  22 20.88   20.34   20.62 17.03  96.56         0.06 88.05  2.96 285.14   5.18 285.13
 2021   2  15  23 20.68   20.21   20.44 16.91  97.00         0.12 88.03  2.99 279.63   5.20 279.50
 2021   2  16   0 20.57   20.14   20.35 16.85  97.25         0.17 87.99  2.72 276.43   4.75 276.14
 2021   2  16   1 20.60   20.11   20.36 16.78  96.88         0.21 87.94  2.56 273.50   4.50 273.09
 2021   2  16   2 20.55   20.12   20.33 16.78  97.19         0.29 87.92  2.18 274.93   3.90 274.48
 2021   2  16   3 20.37   20.01   20.19 16.72  97.62         0.31 87.91  1.70 284.10   3.11 283.37
 2021   2  16   4 20.30   19.93   20.11 16.60  97.62         0.29 87.94  1.67 286.57   3.07 285.49
 2021   2  16   5 20.13   19.83   19.98 16.48  98.00         0.25 87.98  1.23 290.39   2.36 289.09
 2021   2  16   6 20.37   19.99   20.19 16.66  97.50         0.18 88.01  1.07 296.00   1.96 295.44
 2021   2  16   7 21.06   20.34   20.70 17.03  95.50         0.14 88.05  1.12 302.13   1.75 301.84
 2021   2  16   8 22.15   20.73   21.44 17.46  91.56         0.09 88.07  0.85 287.60   1.24 288.32
 2021   2  16   9 22.96   20.71   21.83 17.46  87.12         0.08 88.07  0.80 267.75   1.15 268.44
 2021   2  16  10 22.88   20.40   21.65 17.09  85.81         0.09 88.06  1.20 261.76   1.83 262.91
 2021   2  16  11 23.10   20.63   21.87 17.33  85.88         0.14 88.02  1.74 254.41   2.72 255.37
 2021   2  16  12 23.43   20.68   22.05 17.40  84.44         0.24 87.98  2.21 247.07   3.50 247.44
 2021   2  16  13 23.64   20.67   22.15 17.40  83.31         0.30 87.93  2.53 244.62   4.09 244.51
 2021   2  16  14 23.57   20.68   22.12 17.40  83.75         0.33 87.91  2.62 247.18   4.28 246.76
 2021   2  16  15 23.23   20.83   22.03 17.58  86.25         0.41 87.92  2.52 251.34   4.16 250.72
 2021   2  16  16 22.62   20.95   21.79 17.70  90.19         0.47 87.94  2.24 256.50   3.78 255.99
 2021   2  16  17 21.80   20.86   21.33 17.58  94.25         0.44 87.99  1.75 257.39   3.10 256.88
 2021   2  16  18 21.10   20.64   20.87 17.33  97.06         0.30 88.05  1.29 253.43   2.43 253.02
 2021   2  16  19 20.94   20.56   20.75 17.27  97.62         0.11 88.09  0.99 229.15   1.92 227.63
 2021   2  16  20 20.58   19.97   20.27 16.60  96.12         0.02 88.16  1.39 180.32   2.61 180.00
 2021   2  16  21 19.55   18.50   19.02 15.14  93.62         0.01 88.26  1.94 158.71   3.45 158.78
 2021   2  16  22 18.27   16.96   17.62 13.73  92.00         0.01 88.30  2.07 141.58   3.61 141.42
 2021   2  16  23 17.51   16.30   16.90 13.12  92.50         0.02 88.28  1.93 126.45   3.32 126.38
 2021   2  17   0 17.12   16.09   16.61 13.00  93.56         0.06 88.24  1.85 123.82   3.21 123.88
 2021   2  17   1 16.81   15.89   16.35 12.82  94.19         0.11 88.19  1.89 128.29   3.29 128.45
 2021   2  17   2 16.44   15.55   15.99 12.57  94.38         0.14 88.13  1.97 133.71   3.44 133.80
 2021   2  17   3 15.90   15.18   15.55 12.27  95.31         0.16 88.11  1.92 135.99   3.43 136.01
 2021   2  17   4 15.53   14.92   15.23 12.02  96.00         0.16 88.15  1.90 138.33   3.40 138.36
 2021   2  17   5 15.23   14.69   14.96 11.84  96.38         0.11 88.22  2.00 139.76   3.54 139.84
 2021   2  17   6 15.65   14.73   15.19 11.90  94.12         0.05 88.30  2.64 140.28   4.40 140.18
 2021   2  17   7 17.17   14.86   16.01 11.96  86.12         0.00 88.36  3.36 138.01   5.47 138.01
 2021   2  17   8 19.29   14.96   17.12 12.02  75.88         0.00 88.37  3.49 137.09   5.58 137.21
 2021   2  17   9 21.19   15.49   18.34 12.45  69.81         0.00 88.37  3.35 135.57   5.30 135.66
 2021   2  17  10 22.94   16.30   19.62 13.12  66.06         0.01 88.35  3.01 132.58   4.72 132.72
 2021   2  17  11 24.51   17.27   20.89 13.98  64.00         0.10 88.32  2.60 132.56   4.01 132.55
 2021   2  17  12 25.25   17.96   21.60 14.65  63.94         0.22 88.27  2.25 139.36   3.43 139.34
 2021   2  17  13 25.23   18.28   21.76 14.95  65.31         0.28 88.23  2.17 149.57   3.34 149.66
 2021   2  17  14 24.68   18.51   21.59 15.14  68.44         0.27 88.20  2.28 156.34   3.59 156.39
 2021   2  17  15 23.72   18.76   21.24 15.38  73.69         0.25 88.21  2.34 157.81   3.79 157.83
 2021   2  17  16 22.50   19.09   20.80 15.69  80.88         0.27 88.25  2.24 155.75   3.71 155.76
 2021   2  17  17 21.06   19.20   20.13 15.81  89.00         0.37 88.31  1.86 153.76   3.20 153.81
 2021   2  17  18 19.75   18.76   19.26 15.38  93.88         0.43 88.37  1.59 151.55   2.91 151.44
 2021   2  17  19 18.99   18.20   18.60 14.83  95.00         0.33 88.42  1.70 147.19   3.07 147.16
 2021   2  17  20 18.35   17.64   18.00 14.28  95.44         0.22 88.47  1.66 142.65   2.96 142.50
 2021   2  17  21 17.83   17.15   17.49 13.85  95.69         0.16 88.51  1.58 139.00   2.83 138.69
 2021   2  17  22 17.38   16.74   17.06 13.49  95.88         0.12 88.52  1.61 136.96   2.87 136.88
 2021   2  17  23 16.84   16.30   16.57 13.12  96.44         0.11 88.47  1.68 138.96   3.00 138.80
 2021   2  18   0 16.35   15.87   16.12 12.76  96.81         0.07 88.40  1.81 140.95   3.24 140.97
 2021   2  18   1 15.99   15.55   15.77 12.51  97.06         0.04 88.34  1.78 140.36   3.18 140.28
 2021   2  18   2 15.73   15.33   15.53 12.33  97.25         0.05 88.33  1.66 135.57   3.00 135.53
 2021   2  18   3 15.55   15.15   15.35 12.21  97.31         0.04 88.35  1.65 127.30   2.97 127.41
 2021   2  18   4 15.49   15.07   15.28 12.15  97.19         0.03 88.42  1.73 118.65   3.11 118.82
 2021   2  18   5 15.58   15.12   15.35 12.15  96.88         0.04 88.48  1.85 112.03   3.32 111.98
 2021   2  18   6 16.50   15.69   16.09 12.63  94.81         0.05 88.53  2.34 109.10   3.94 109.23
 2021   2  18   7 18.56   16.96   17.76 13.67  90.31         0.07 88.57  2.53 108.94   4.09 109.16
 2021   2  18   8 21.53   18.16   19.85 14.77  81.06         0.11 88.59  2.82 106.73   4.51 106.80
 2021   2  18   9 24.22   18.73   21.48 15.32  71.38         0.16 88.57  2.80 100.62   4.40 100.63
 2021   2  18  10 25.83   19.06   22.44 15.62  66.19         0.17 88.52  2.49  98.49   3.85  98.51
 2021   2  18  11 26.55   19.20   22.87 15.81  64.00         0.13 88.45  2.05  97.02   3.11  97.07
 2021   2  18  12 26.98   19.30   23.14 15.87  62.69         0.13 88.37  1.49  92.70   2.22  93.02
 2021   2  18  13 27.09   19.40   23.24 15.99  62.69         0.18 88.31  0.95  79.15   1.38  79.58
 2021   2  18  14 26.87   19.52   23.19 16.11  64.06         0.23 88.28  0.75  38.66   1.08  39.11
 2021   2  18  15 26.03   19.88   22.95 16.48  68.81         0.29 88.27  0.95   1.42   1.38   1.94
 2021   2  18  16 25.10   20.97   23.03 17.70  77.88         0.41 88.30  0.89 344.26   1.51 345.03
 2021   2  18  17 23.55   20.73   22.13 17.40  84.12         0.53 88.34  0.93 336.67   1.66 337.30
 2021   2  18  18 22.07   20.97   21.52 17.64  93.31         0.68 88.40  0.67 330.75   1.36 331.23
 2021   2  18  19 21.48   20.81   21.15 17.46  95.81         0.81 88.43  0.71 327.19   1.33 327.71
 2021   2  18  20 21.11   20.68   20.90 17.33  97.31         0.92 88.47  0.67 325.01   1.28 326.21
 2021   2  18  21 20.79   20.48   20.63 17.09  98.00         1.13 88.50  0.59 323.58   1.27 326.80
 2021   2  18  22 20.33   20.07   20.20 16.66  98.25         1.40 88.50  0.58 331.02   1.37 333.14
 2021   2  18  23 19.91   19.72   19.81 16.30  98.62         1.30 88.49  0.57 340.82   1.51 342.22
 2021   2  19   0 19.69   19.48   19.58 16.05  98.62         0.79 88.49  0.71 343.97   1.71 344.13
 2021   2  19   1 19.72   19.42   19.57 15.99  98.12         0.40 88.48  0.71 337.38   1.62 337.02
 2021   2  19   2 19.45   19.13   19.29 15.69  97.88         0.21 88.49  0.49 332.62   1.33 332.84
 2021   2  19   3 19.45   18.91   19.18 15.50  96.56         0.10 88.54  0.45 339.68   0.95 338.90
 2021   2  19   4 19.44   18.71   19.08 15.26  95.44         0.04 88.61  0.43  47.23   0.72  51.15
 2021   2  19   5 18.76   18.35   18.55 14.89  97.38         0.02 88.67  0.64  83.66   1.49  83.99
 2021   2  19   6 19.84   19.23   19.54 15.75  96.12         0.02 88.70  1.23  83.42   2.17  83.59
 2021   2  19   7 21.01   19.40   20.21 15.93  90.44         0.01 88.72  1.69  69.72   2.65  69.64
 2021   2  19   8 22.74   18.48   20.61 15.08  76.88         0.02 88.73  1.51  41.02   2.32  40.35
 2021   2  19   9 24.00   18.15   21.08 14.71  69.81         0.03 88.74  1.42  15.64   2.13  15.31
 2021   2  19  10 25.12   18.70   21.91 15.26  67.56         0.06 88.69  1.44 351.25   2.10 351.03
 2021   2  19  11 26.20   19.46   22.83 15.99  66.38         0.12 88.63  1.76 330.48   2.60 330.13
 2021   2  19  12 26.73   19.58   23.15 16.17  64.81         0.25 88.55  2.25 321.22   3.41 320.95
 2021   2  19  13 26.80   19.40   23.10 15.99  63.81         0.39 88.48  2.49 315.89   3.87 315.57
 2021   2  19  14 26.19   19.45   22.82 16.05  66.38         0.45 88.47  2.47 310.25   3.91 310.05
 2021   2  19  15 25.65   19.63   22.64 16.24  69.25         0.46 88.48  2.38 305.67   3.82 305.51
 2021   2  19  16 24.80   19.98   22.39 16.60  74.56         0.48 88.52  2.03 303.69   3.32 303.39
 2021   2  19  17 23.40   20.56   21.98 17.15  84.00         0.43 88.57  1.39 302.62   2.44 302.47
 2021   2  19  18 21.26   20.19   20.73 16.78  93.50         0.42 88.64  0.80 302.60   1.94 302.35
 2021   2  19  19 20.56   19.73   20.14 16.30  94.81         0.76 88.69  0.74 302.01   1.91 301.61
 2021   2  19  20 20.31   19.57   19.94 16.11  95.38         0.95 88.73  0.67 300.16   1.74 299.33
 2021   2  19  21 20.12   19.40   19.76 15.93  95.50         0.85 88.77  0.59 295.89   1.54 295.26
 2021   2  19  22 20.14   19.28   19.71 15.81  94.69         0.87 88.76  0.54 293.96   1.29 293.61
 2021   2  19  23 20.52   19.05   19.79 15.56  91.19         1.02 88.72  0.34 315.00   0.60 313.42
 2021   2  20   0 20.12   19.08   19.59 15.62  93.69         1.10 88.69  0.43  61.56   0.88  63.21
 2021   2  20   1 19.55   19.05   19.30 15.62  96.81         0.91 88.65  0.54  71.57   1.42  71.76
 2021   2  20   2 19.24   18.72   18.98 15.26  96.62         1.08 88.62  0.73  70.02   1.72  70.42
 2021   2  20   3 18.83   18.25   18.54 14.83  96.31         0.92 88.60  0.86  66.94   1.96  67.22
 2021   2  20   4 18.34   17.70   18.02 14.34  95.94         0.71 88.61  0.90  62.10   2.12  62.30
 2021   2  20   5 17.92   17.25   17.58 13.92  95.69         0.33 88.65  0.93  55.91   2.22  56.03
 2021   2  20   6 19.43   18.24   18.83 14.83  92.75         0.05 88.70  1.55  51.57   2.74  51.72
 2021   2  20   7 21.26   19.03   20.15 15.56  86.94         0.01 88.75  1.91  46.32   2.97  46.49
 2021   2  20   8 24.44   18.92   21.69 15.44  71.19         0.01 88.77  1.59  16.22   2.38  16.18
 2021   2  20   9 26.43   18.84   22.63 15.38  63.00         0.02 88.76  1.66 348.58   2.45 348.40
 2021   2  20  10 27.41   18.95   23.18 15.50  59.94         0.05 88.70  2.00 331.03   3.00 331.03
 2021   2  20  11 27.85   19.10   23.48 15.62  58.94         0.09 88.64  2.34 321.91   3.56 321.87
 2021   2  20  12 27.90   19.22   23.56 15.75  59.12         0.19 88.57  2.57 317.96   3.94 317.89
 2021   2  20  13 27.64   19.27   23.45 15.87  60.31         0.28 88.52  2.73 315.46   4.26 315.30
 2021   2  20  14 27.19   19.37   23.28 15.93  62.25         0.28 88.51  2.75 310.74   4.36 310.49
 2021   2  20  15 26.09   19.71   22.90 16.30  67.88         0.29 88.53  2.44 306.03   3.97 305.63
 2021   2  20  16 24.96   20.25   22.61 16.85  75.06         0.31 88.56  1.96 302.49   3.28 302.06
 2021   2  20  17 23.55   20.61   22.08 17.21  83.44         0.26 88.60  1.47 299.56   2.62 299.24
 2021   2  20  18 21.71   20.31   21.01 16.91  91.62         0.16 88.65  0.96 298.65   2.11 298.27
 2021   2  20  19 20.87   19.88   20.38 16.42  93.88         0.06 88.71  0.86 299.81   2.03 299.83
 2021   2  20  20 20.28   19.56   19.92 16.05  95.44         0.07 88.76  0.75 301.88   1.91 301.61
 2021   2  20  21 19.80   19.26   19.53 15.75  96.50         0.15 88.79  0.70 304.57   1.84 304.09
 2021   2  20  22 19.44   19.07   19.25 15.56  97.56         0.35 88.76  0.73 307.12   1.83 306.82
 2021   2  20  23 19.28   18.98   19.13 15.50  98.06         1.06 88.72  0.74 309.42   1.77 309.09
 2021   2  21   0 19.04   18.84   18.94 15.38  98.62         2.17 88.67  0.69 311.31   1.66 310.81
 2021   2  21   1 18.84   18.68   18.76 15.26  98.81         3.81 88.63  0.60 312.37   1.53 311.68
 2021   2  21   2 18.56   18.41   18.49 15.01  98.94         6.61 88.61  0.54 312.05   1.42 311.22
 2021   2  21   3 18.37   18.20   18.29 14.77  98.75         9.01 88.60  0.50 313.73   1.33 313.09
 2021   2  21   4 18.24   17.98   18.11 14.59  98.19         5.38 88.63  0.51 316.85   1.23 316.80
 2021   2  21   5 18.25   17.74   17.99 14.34  96.75         1.79 88.66  0.53 316.81   1.03 318.08
 2021   2  21   6 19.49   18.66   19.08 15.20  94.81         0.28 88.69  0.43 306.03   0.66 306.33
 2021   2  21   7 22.18   19.69   20.94 16.24  85.69         0.14 88.74  0.93 244.08   1.40 243.58
 2021   2  21   8 24.23   19.34   21.79 15.87  74.12         0.14 88.75  1.56 231.52   2.36 231.84
 2021   2  21   9 25.45   19.41   22.44 15.93  69.25         0.17 88.75  1.70 228.34   2.56 228.47
 2021   2  21  10 26.27   19.65   22.96 16.17  66.88         0.20 88.73  1.77 228.93   2.65 228.94
 2021   2  21  11 26.78   19.76   23.27 16.30  65.38         0.22 88.68  1.81 229.56   2.70 229.45
 2021   2  21  12 26.97   19.77   23.37 16.36  64.69         0.28 88.62  1.86 229.27   2.79 229.09
 2021   2  21  13 26.73   19.69   23.21 16.24  65.25         0.28 88.56  1.83 226.73   2.78 226.25
 2021   2  21  14 26.25   19.61   22.93 16.17  66.81         0.32 88.53  1.76 225.72   2.71 225.23
 2021   2  21  15 25.65   19.81   22.73 16.36  70.00         0.31 88.53  1.61 226.38   2.52 225.63
 2021   2  21  16 24.79   20.47   22.62 17.09  76.94         0.23 88.57  1.15 225.55   2.02 224.69
 2021   2  21  17 23.55   20.83   22.19 17.46  84.69         0.17 88.63  0.82 224.23   1.64 222.88
 2021   2  21  18 22.33   20.75   21.54 17.33  90.62         0.15 88.69  0.55 223.26   1.47 222.62
 2021   2  21  19 21.92   20.40   21.15 16.97  91.00         0.13 88.75  0.52 217.72   1.36 216.34
 2021   2  21  20 21.61   20.11   20.86 16.66  91.06         0.14 88.80  0.50 205.77   1.25 203.67
 2021   2  21  21 21.27   19.73   20.50 16.24  90.75         0.17 88.85  0.52 189.61   1.22 186.62
 2021   2  21  22 20.81   19.33   20.07 15.87  91.12         0.24 88.85  0.56 175.17   1.35 172.34
 2021   2  21  23 20.31   19.13   19.73 15.62  92.75         0.29 88.82  0.58 164.48   1.47 161.76
 2021   2  22   0 19.87   18.98   19.42 15.50  94.38         0.31 88.78  0.64 151.56   1.67 150.19
 2021   2  22   1 19.58   18.78   19.18 15.32  95.00         0.37 88.74  0.74 138.01   1.85 137.22
 2021   2  22   2 19.37   18.58   18.98 15.14  95.19         0.27 88.70  0.88 123.41   2.05 122.72
 2021   2  22   3 19.23   18.46   18.84 15.01  95.19         0.08 88.68  1.09 108.82   2.40 108.43
 2021   2  22   4 19.11   18.44   18.77 15.01  95.75         0.01 88.70  1.27  97.78   2.71  97.45
 2021   2  22   5 18.94   18.44   18.69 15.01  96.75         0.00 88.74  1.28  93.16   2.71  92.97
 2021   2  22   6 19.56   18.91   19.24 15.44  95.88         0.00 88.80  1.59  91.12   2.95  91.06
 2021   2  22   7 21.05   19.65   20.35 16.17  91.56         0.00 88.86  1.84  92.44   2.95  92.13
 2021   2  22   8 23.67   19.58   21.63 16.11  77.88         0.00 88.89  1.75  84.62   2.71  84.54
 2021   2  22   9 26.07   17.55   21.81 14.16  59.44         0.00 88.90  2.18  73.97   3.42  74.22
 2021   2  22  10 27.37   16.63   22.01 13.37  51.94         0.00 88.89  2.50  68.90   3.92  69.47
 2021   2  22  11 28.24   16.86   22.55 13.55  50.00         0.00 88.84  2.61  69.83   4.07  70.38
 2021   2  22  12 28.67   17.31   22.99 13.98  50.25         0.00 88.77  2.59  72.28   4.03  72.73
 2021   2  22  13 28.53   17.59   23.06 14.22  51.50         0.02 88.70  2.62  74.76   4.08  75.03
 2021   2  22  14 27.83   17.60   22.71 14.22  53.69         0.04 88.65  2.71  77.85   4.31  78.18
 2021   2  22  15 26.70   17.67   22.19 14.28  57.62         0.04 88.65  2.71  81.22   4.42  81.45
 2021   2  22  16 24.98   18.27   21.62 14.83  66.25         0.04 88.67  2.42  83.15   4.09  83.31
 2021   2  22  17 23.05   19.05   21.05 15.56  78.12         0.03 88.73  1.94  84.45   3.49  84.61
 2021   2  22  18 21.40   18.89   20.15 15.44  85.50         0.02 88.80  1.68  86.54   3.22  86.66
 2021   2  22  19 20.62   18.58   19.60 15.14  88.00         0.05 88.86  1.72  88.44   3.24  88.62
 2021   2  22  20 19.90   18.27   19.08 14.83  90.31         0.05 88.92  1.69  92.92   3.19  93.23
 2021   2  22  21 19.22   17.76   18.49 14.34  91.19         0.05 88.98  1.80  99.26   3.37  99.62
 2021   2  22  22 18.55   17.10   17.83 13.73  91.19         0.02 88.99  1.82 104.63   3.39 104.80
 2021   2  22  23 18.05   16.54   17.30 13.24  90.75         0.01 88.97  1.93 109.69   3.54 109.76
 2021   2  23   0 17.80   15.83   16.81 12.70  88.12         0.00 88.93  2.52 110.91   4.56 110.85
 2021   2  23   1 17.55   15.17   16.37 12.15  85.75         0.00 88.87  2.87 109.92   5.14 109.89
 2021   2  23   2 17.25   14.73   15.98 11.78  84.94         0.00 88.82  2.89 109.76   5.18 109.75
 2021   2  23   3 17.01   14.33   15.67 11.54  84.19         0.00 88.79  2.96 108.48   5.31 108.43
 2021   2  23   4 16.74   14.15   15.44 11.35  84.56         0.00 88.80  2.80 107.02   5.06 106.95
 2021   2  23   5 16.51   13.92   15.22 11.17  84.56         0.00 88.82  2.49 105.48   4.59 105.50
 2021   2  23   6 16.94   13.99   15.47 11.23  82.62         0.00 88.86  2.62 104.16   4.66 104.18
 2021   2  23   7 18.43   14.45   16.44 11.60  77.56         0.00 88.90  2.78 102.51   4.65 102.52
 2021   2  23   8 20.50   15.05   17.77 12.02  70.81         0.00 88.92  3.04  97.84   4.99  97.91
 2021   2  23   9 22.39   15.19   18.79 12.15  63.62         0.01 88.92  3.14  90.00   5.15  90.09
 2021   2  23  10 23.69   15.29   19.49 12.21  59.19         0.03 88.91  3.07  80.03   5.01  80.04
 2021   2  23  11 24.34   15.51   19.92 12.39  57.75         0.07 88.88  2.91  73.32   4.72  73.46
 2021   2  23  12 24.89   15.87   20.38 12.70  57.19         0.10 88.81  2.69  71.57   4.31  71.73
 2021   2  23  13 25.36   16.24   20.80 13.06  57.00         0.12 88.74  2.53  73.69   4.01  73.82
 2021   2  23  14 25.57   16.55   21.06 13.31  57.38         0.11 88.67  2.50  77.18   3.96  77.12
 2021   2  23  15 25.21   16.69   20.95 13.43  59.19         0.09 88.63  2.52  78.38   4.07  78.37
 2021   2  23  16 24.24   17.38   20.81 14.04  65.44         0.09 88.65  2.26  78.42   3.77  78.29
 2021   2  23  17 22.58   18.60   20.59 15.14  78.12         0.10 88.69  1.52  77.54   2.78  77.52
 2021   2  23  18 20.39   18.48   19.44 15.01  88.69         0.12 88.74  1.03  75.43   2.33  75.82
 2021   2  23  19 19.69   18.08   18.88 14.65  90.38         0.08 88.78  1.08  74.05   2.40  74.11
 2021   2  23  20 19.04   17.68   18.36 14.28  91.75         0.06 88.82  1.10  74.28   2.39  74.29
 2021   2  23  21 18.48   17.26   17.87 13.92  92.50         0.04 88.84  1.12  77.91   2.42  78.07
 2021   2  23  22 18.03   16.82   17.43 13.49  92.56         0.03 88.83  1.20  85.89   2.52  86.27
 2021   2  23  23 17.55   16.26   16.91 13.06  92.12         0.04 88.81  1.32  94.76   2.68  95.01
 2021   2  24   0 17.03   15.58   16.30 12.51  91.06         0.04 88.78  1.42 101.12   2.82 101.50
 2021   2  24   1 16.55   14.87   15.70 11.90  89.75         0.03 88.74  1.40 106.21   2.80 106.71
 2021   2  24   2 16.13   14.35   15.24 11.54  89.06         0.03 88.70  1.31 110.92   2.64 111.49
